Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Inventory,Margin,Marketing,Profit,Sales,Total Expenses,Variance to Budget
318,9/3/12 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,50,30,80,40,443,59,12,23,99,36,24%
505,9/4/12 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,50,20,80,41,239,55,13,14,96,41,20%
918,9/5/12 0:00,South,Small Market,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,90,140,90,230,111,767,167,36,99,278,68,21%
775,9/6/12 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,40,40,20,80,32,996,38,9,8,70,30,-13%
541,9/7/12 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,70,40,110,38,414,55,12,20,93,35,-15%
435,9/8/12 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,90,120,70,210,76,580,93,28,32,169,61,-20%
206,9/9/12 0:00,West,Small Market,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,130,200,90,330,110,665,154,100,24,264,130,-20%
702,9/10/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,30,20,50,21,798,32,5,15,53,17,6%
541,9/11/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Oregon,Decaf,140,140,90,280,149,"1,245",149,41,83,298,66,6%
435,9/12/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Utah,Decaf,30,50,40,80,37,876,55,10,34,92,21,15%
253,9/13/12 0:00,West,Small Market,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,90,60,160,81,"1,046",96,25,49,177,47,11%
641,9/14/12 0:00,Central,Small Market,Amaretto,Beans,Coffee,Iowa,Regular,20,40,30,60,23,843,35,6,18,58,17,-3%
715,9/15/12 0:00,Central,Small Market,Amaretto,Beans,Coffee,Wisconsin,Regular,60,70,20,130,59,377,74,22,19,133,55,2%
563,9/16/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Iowa,Regular,30,40,20,70,32,996,38,9,8,70,30,0%
573,9/17/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Missouri,Regular,80,90,40,170,76,580,93,28,31,169,62,-1%
608,9/18/12 0:00,Central,Small Market,Colombian,Beans,Coffee,Wisconsin,Regular,110,160,50,270,110,665,154,100,24,264,130,-2%
515,9/19/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,30,60,21,798,32,5,15,53,17,-12%
660,9/20/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Missouri,Regular,40,60,40,100,37,876,55,10,33,92,22,-8%
262,9/21/12 0:00,Central,Small Market,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,90,110,70,200,81,"1,046",96,25,50,177,46,-12%
603,9/22/12 0:00,East,Small Market,Amaretto,Beans,Coffee,New Hampshire,Regular,50,80,50,130,56,302,82,17,41,138,41,6%
475,9/23/12 0:00,East,Small Market,Colombian,Beans,Coffee,Connecticut,Regular,80,140,100,220,92,"1,102",140,30,79,232,61,5%
603,9/24/12 0:00,East,Small Market,Colombian,Beans,Coffee,New Hampshire,Regular,50,90,60,140,62,436,94,20,42,156,52,11%
203,9/25/12 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,Connecticut,Regular,50,70,10,120,53,597,75,48,-2,128,77,7%
603,9/26/12 0:00,East,Small Market,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,80,20,120,52,313,73,47,-4,125,77,4%
603,9/27/12 0:00,East,Small Market,Regular Espresso,Beans,Espresso,New Hampshire,Regular,30,40,0,70,35,204,43,13,-3,78,46,11%
337,9/28/12 0:00,South,Small Market,Colombian,Beans,Coffee,Louisiana,Regular,50,80,60,130,43,822,64,12,40,107,24,-18%
505,9/29/12 0:00,South,Small Market,Colombian,Beans,Coffee,New Mexico,Regular,70,120,80,190,62,436,94,20,43,156,51,-18%
918,9/30/12 0:00,South,Small Market,Colombian,Beans,Coffee,Oklahoma,Regular,50,70,50,120,43,597,56,14,29,99,27,-18%
318,10/1/12 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,70,10,110,53,-267,75,48,-3,128,78,16%
505,10/2/12 0:00,South,Small Market,Caffe Latte,Beans,Espresso,New Mexico,Regular,30,30,0,60,35,-180,43,13,-3,78,46,30%
918,10/3/12 0:00,South,Small Market,Caffe Latte,Beans,Espresso,Oklahoma,Regular,100,140,100,240,118,-660,164,36,105,282,59,18%
225,10/4/12 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Louisiana,Regular,40,60,40,100,47,371,78,14,41,125,37,25%
505,10/5/12 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,New Mexico,Regular,40,60,0,100,52,313,73,47,-3,125,76,25%
918,10/6/12 0:00,South,Small Market,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,10,20,20,30,18,478,26,5,10,44,16,47%
